machine_id,area_id,description_id,programmed_stop_id,minutes,hour,day_of_week
43857,4,1,2,190.0,6,4
43857,1,6,1,40.0,10,4
43857,5,21,1,38.0,11,4
43857,4,1,3,164.0,12,4
38598,4,1,2,180.0,6,4
38598,1,6,1,20.0,9,4
38598,1,6,1,25.0,10,4
38598,5,21,1,38.0,11,4
38597,4,1,2,195.0,6,4
38597,5,21,1,38.0,11,4
38596,2,7,1,30.0,6,4
38596,5,21,1,38.0,11,4
30665,1,6,1,11.0,9,5
30665,1,17,1,49.0,12,5
30665,1,6,1,6.0,13,5
30665,1,6,1,10.0,14,5
30665,1,6,1,58.0,12,5
30664,1,6,1,38.0,7,5
30664,1,6,1,11.0,10,5
30664,1,6,1,7.0,16,5
30650,6,4,1,65.0,7,5
30650,6,13,1,25.0,8,5
30650,4,1,4,117.0,11,5
30650,6,4,1,44.0,16,5
30651,6,4,1,50.0,8,5
30652,4,1,4,117.0,6,5
30652,4,1,4,15.0,10,5
30653,4,1,4,65.0,10,5
30654,4,1,2,185.0,6,5
30654,6,4,1,60.0,9,5
30654,6,13,1,52.0,11,5
30654,6,4,1,36.0,14,5
45010,4,1,2,185.0,6,5
44837,4,1,2,420.0,6,5
38598,4,1,2,185.0,6,5
38598,1,6,1,20.0,9,5
38597,1,6,1,49.0,6,5
38597,1,6,1,18.0,7,5
38596,1,6,1,30.0,6,5
38596,4,1,4,60.0,11,5
30665,4,1,4,15.0,10,6
30665,1,12,1,20.0,14,6
30665,1,6,1,6.0,15,6
30664,1,6,1,18.0,6,6
30664,1,6,1,9.0,7,6
30664,1,6,1,16.0,8,6
30664,1,6,1,5.0,10,6
30664,1,6,1,10.0,13,6
30664,1,6,1,16.0,15,6
30650,6,14,1,25.0,6,6
30650,6,14,1,34.0,8,6
30650,6,4,1,68.0,10,6
30650,6,14,1,14.0,12,6
30650,6,4,1,57.0,14,6
30650,5,19,1,18.0,16,6
30650,2,7,1,3.0,16,6
30650,6,14,1,13.0,17,6
30651,6,4,1,37.0,7,6
30651,6,13,1,11.0,8,6
30651,6,4,1,30.0,8,6
30652,4,1,2,185.0,6,6
30653,4,1,2,30.0,6,6
30653,4,1,4,28.0,7,6
30653,6,4,1,40.0,9,6
30654,6,4,1,18.0,7,6
30654,6,13,1,107.0,8,6
45010,4,1,2,332.0,6,6
44837,4,1,2,185.0,6,6
44837,4,1,5,40.0,10,6
44837,1,16,1,15.0,11,6
43857,4,1,2,410.0,6,6
43857,1,6,1,45.0,13,6
43857,1,1,4,167.0,14,6
38597,1,6,1,5.0,6,6
38597,1,17,1,45.0,10,6
38597,1,6,1,11.0,11,6
38596,1,6,1,40.0,6,6
38596,4,1,5,80.0,10,6
30665,1,6,1,15.0,6,2
30665,1,6,1,6.0,9,2
30664,1,6,1,8.0,8,2
30664,1,6,1,8.0,9,2
30664,1,6,1,18.0,10,2
30664,1,6,1,15.0,15,2
30651,4,1,3,220.0,11,2
30650,6,4,1,108.0,6,2
30650,5,19,1,20.0,8,2
30650,5,19,1,14.0,9,2
30650,6,14,1,36.0,10,2
30652,4,1,2,70.0,6,2
30652,4,1,4,102.0,7,2
30652,2,7,1,30.0,10,2
30652,3,15,1,8.0,12,2
30652,4,1,3,42.0,17,2
30653,4,1,2,340.0,6,2
30653,6,4,1,50.0,14,2
30653,4,1,4,140.0,15,2
30653,4,1,4,120.0,15,2
30654,4,1,2,185.0,6,2
30654,6,4,1,49.0,10,2
45010,4,1,2,300.0,6,2
45010,4,1,3,130.0,15,2
44837,4,1,2,185.0,6,2
43857,4,1,3,835.0,1,2
38598,4,1,2,185.0,6,2
38598,4,1,3,40.0,14,2
38598,1,6,1,8.0,9,2
30665,1,6,1,8.0,6,3
30665,1,6,1,10.0,9,3
30664,1,6,1,18.0,15,3
30664,1,6,1,14.0,16,3
30650,6,3,1,45.0,6,3
30650,6,13,1,122.0,8,3
30650,6,4,1,64.0,11,3
30650,6,14,1,47.0,13,3
30651,3,15,1,17.0,13,3
30652,4,1,2,94.0,6,3
30652,4,1,4,45.0,8,3
30652,6,4,1,67.0,10,3
30652,4,1,4,130.0,15,3
30653,3,10,1,40.0,6,3
30653,6,4,1,24.0,7,3
30653,6,13,1,82.0,8,3
30653,6,4,1,55.0,10,3
30654,6,4,1,71.0,9,3
30654,3,15,1,28.0,11,3
30654,6,14,1,28.0,12,3
30654,6,4,1,40.0,13,3
30654,4,1,4,45.0,15,3
30654,4,1,3,44.0,17,3
38597,4,1,2,190.0,6,3
38597,4,1,4,25.0,10,3
38597,1,17,1,78.0,14,3
38596,4,1,2,180.0,6,3
38596,4,1,3,150.0,12,3
30665,1,6,1,10.0,15,4
30664,1,1,4,10.0,10,4
30651,2,7,1,18.0,7,4
30651,6,4,1,62.0,9,4
30650,1,6,1,90.0,6,4
30650,6,4,1,68.0,10,4
30650,3,15,1,33.0,12,4
30650,3,4,1,84.0,14,4
30650,6,13,1,10.0,16,4
30650,5,19,1,16.0,16,4
30650,5,19,1,20.0,17,4
30652,4,1,2,190.0,6,4
30652,4,1,4,92.0,9,4
30652,1,6,1,5.0,11,4
30652,4,1,4,222.0,11,4
30652,4,1,3,63.0,16,4
30653,6,4,1,60.0,7,4
30653,6,13,1,78.0,13,4
30654,4,1,2,185.0,6,4
30654,6,4,1,38.0,10,4
45010,4,1,2,300.0,6,4
44837,4,1,2,300.0,6,4
44837,4,1,3,177.0,12,4
38598,4,1,2,210.0,6,4
38597,2,3,1,30.0,6,4
38597,1,17,1,29.0,12,4
30665,1,17,1,67.0,9,5
30650,4,1,2,31.0,6,5
30650,5,19,1,33.0,7,5
30650,6,4,1,100.0,8,5
30650,5,19,1,28.0,12,5
30650,2,7,1,7.0,13,5
30650,6,13,1,52.0,13,5
30650,4,1,3,159.0,15,5
30652,4,1,2,120.0,6,5
30652,4,1,4,64.0,12,5
30652,4,1,4,61.0,14,5
30652,4,1,3,79.0,16,5
30652,4,1,4,30.0,9,5
30653,6,13,1,195.0,6,5
30653,4,1,4,25.0,12,5
30653,4,1,3,106.0,13,5
30654,4,1,2,185.0,6,5
30654,4,1,4,10.0,10,5
30654,6,4,1,30.0,13,5
30654,4,1,3,135.0,15,5
45010,4,1,2,285.0,6,5
43857,4,1,2,660.0,6,5
38598,4,1,2,190.0,6,5
38598,1,6,1,24.0,9,5
38598,1,6,1,45.0,11,5
38598,1,6,1,17.0,14,5
38596,4,1,2,180.0,6,5
38596,1,6,1,90.0,10,5
38596,4,1,4,10.0,10,5
30665,1,6,1,7.0,7,6
30665,4,6,1,10.0,10,6
30665,1,6,1,11.0,16,6
30664,1,6,1,15.0,6,6
30664,4,6,1,10.0,12,6
30664,1,6,1,10.0,16,6
30664,1,6,1,23.0,17,6
30650,6,14,1,29.0,7,6
30650,6,14,1,46.0,10,6
30650,4,1,1,309.0,11,6
30650,6,13,1,9.0,17,6
30651,4,1,2,185.0,6,6
30651,4,1,5,40.0,10,6
30652,4,1,2,325.0,6,6
30652,3,15,1,33.0,12,6
30652,4,1,3,36.0,14,6
30653,4,1,2,410.0,6,6
30654,4,1,2,185.0,6,6
30654,4,1,3,239.0,11,6
38598,2,3,1,22.0,6,6
43857,1,6,1,40.0,6,6
43857,4,1,3,292.0,10,6
44837,4,1,2,300.0,6,6
44837,4,1,5,40.0,13,6
45010,4,1,2,341.0,6,6
30665,3,15,1,35.0,12,2
30665,1,6,1,21.0,13,2
30664,3,15,1,30.0,12,2
30664,1,6,1,17.0,13,2
30664,1,6,1,27.0,15,2
30650,5,19,1,32.0,6,2
30650,6,13,1,81.0,7,2
30650,6,13,1,32.0,8,2
30650,6,13,1,53.0,9,2
30650,6,4,1,34.0,10,2
30650,4,1,1,17.0,11,2
30650,6,14,1,32.0,13,2
30650,4,1,3,50.0,14,2
30664,4,1,5,40.0,10,2
30651,6,4,1,80.0,9,2
30652,6,1,2,95.0,6,2
30652,6,4,1,30.0,9,2
30653,4,1,5,40.0,10,2
30653,4,1,2,200.0,6,2
30654,4,1,2,180.0,6,2
30654,6,4,1,10.0,10,2
30654,6,4,1,35.0,12,2
45010,4,1,2,300.0,6,2
45010,4,1,3,90.0,16,2
43857,4,1,2,443.0,6,2
43857,4,1,3,210.0,14,2
30665,3,15,1,33.0,6,3
30665,1,6,1,26.0,15,3
30665,1,6,1,44.0,16,3
30664,3,15,1,33.0,6,3
30664,1,6,1,11.0,7,3
30664,1,6,1,29.0,15,3
30664,2,7,1,11.0,17,3
30650,6,13,1,45.0,6,3
30650,6,14,1,15.0,7,3
30650,5,19,1,18.0,8,3
30650,6,4,1,58.0,10,3
30650,5,19,1,14.0,12,3
30650,6,14,1,5.0,12,3
30650,6,14,1,12.0,13,3
30650,5,19,1,14.0,15,3
30650,4,1,3,110.0,16,3
30651,6,4,1,60.0,10,3
30652,4,1,2,293.0,6,3
30652,6,4,1,19.0,13,3
30652,4,1,3,171.0,15,3
30653,4,10,1,84.0,6,3
30653,6,4,1,22.0,9,3
30653,6,4,1,21.0,11,3
30653,4,1,3,11.0,14,3
30654,6,4,1,25.0,6,3
30654,6,4,1,40.0,10,3
30654,6,4,1,15.0,12,3
45010,4,1,3,70.0,17,3
44837,4,1,2,195.0,6,3
43857,2,3,1,31.0,6,3
43857,4,10,1,345.0,7,3
43857,4,10,1,119.0,14,3
43857,4,1,3,63.0,17,3
38598,4,1,2,180.0,6,3
38598,4,1,3,295.0,10,3
38597,4,1,2,110.0,6,3
44837,4,1,1,15.0,11,3
30665,1,17,1,39.0,6,4
30664,1,6,1,8.0,6,4
30664,1,6,1,22.0,7,4
30664,1,6,1,13.0,10,4
30664,1,12,1,28.0,13,4
30650,5,19,1,24.0,7,4
30650,5,19,1,26.0,8,4
30650,5,19,1,26.0,10,4
30650,5,19,1,36.0,12,4
30650,4,1,3,80.0,13,4
30650,4,1,4,20.0,10,4
30651,6,4,1,80.0,8,4
30653,6,13,1,30.0,8,4
30653,6,4,1,80.0,9,4
30654,4,1,2,210.0,6,4
30654,6,4,1,50.0,11,4
43857,4,1,2,185.0,6,4
43857,4,1,4,281.0,9,4
43857,4,1,4,67.0,14,4
30665,4,1,5,40.0,10,5
30664,4,1,5,40.0,10,5
30664,1,6,1,12.0,12,5
30664,1,6,1,9.0,16,5
30650,6,13,1,345.0,6,5
30650,6,4,1,37.0,11,5
30650,5,19,1,29.0,13,5
30650,5,19,1,25.0,14,5
30650,6,13,1,134.0,15,5
30651,4,1,2,185.0,6,5
30651,6,4,1,51.0,13,5
30653,6,4,1,42.0,7,5
30653,3,10,1,52.0,9,5
30654,6,4,1,24.0,7,5
30654,3,10,1,30.0,9,5
30654,6,4,1,60.0,11,5
30654,6,4,1,31.0,14,5
30654,4,1,3,50.0,17,5
45010,4,1,3,228.0,11,5
44837,4,1,2,200.0,6,5
44837,4,1,3,310.0,10,5
43857,4,1,2,280.0,6,5
43857,3,10,1,187.0,11,5
43857,4,1,3,150.0,15,5
38598,4,1,2,195.0,6,5
38598,1,6,1,136.0,12,5
38597,4,1,2,195.0,6,5
38597,1,17,1,65.0,14,5
38596,4,1,2,195.0,6,5
30665,1,6,1,13.0,13,5
30665,1,6,1,13.0,13,6
30665,1,6,1,7.0,15,6
30664,1,1,4,10.0,10,6
30664,1,6,1,4.0,14,6
30650,5,19,1,40.0,6,6
30650,6,13,1,21.0,7,6
30650,6,14,1,33.0,8,6
30650,6,4,1,48.0,11,6
30650,6,13,1,194.0,12,6
30650,6,13,1,40.0,17,6
30650,4,1,4,22.0,10,6
30651,4,1,2,185.0,6,6
30651,6,4,1,78.0,12,6
30651,4,1,4,120.0,15,6
30654,4,1,4,114.0,7,6
30654,6,4,1,56.0,11,6
30654,4,1,4,49.0,14,6
30653,4,1,2,85.0,6,6
30653,4,1,4,126.0,9,6
43857,4,1,3,407.0,8,6
38598,4,1,2,195.0,6,6
38598,4,1,5,40.0,10,6
38598,1,6,1,4.0,10,6
38598,1,6,1,3.0,10,6
38598,1,6,1,37.0,11,6
38597,4,1,2,180.0,6,6
38597,4,17,1,17.0,10,6
38596,4,6,1,16.0,7,6
30665,1,6,1,5.0,7,7
30665,4,1,4,20.0,8,7
30665,1,17,1,49.0,9,7
30665,4,22,4,85.0,10,7
30664,1,6,1,12.0,6,7
30664,1,6,1,5.0,7,7
30664,4,1,4,20.0,10,7
30664,1,6,1,20.0,13,7
30651,6,1,4,70.0,8,7
30651,4,1,4,235.0,10,7
30654,6,4,1,73.0,9,7
30654,4,1,3,70.0,14,7
43857,4,1,2,335.0,6,7
38597,4,1,2,280.0,6,7
38597,4,1,3,190.0,12,7
38596,4,1,2,120.0,6,7
38596,4,1,4,233.0,8,7
38596,4,1,3,70.0,14,7
30665,1,6,1,10.0,6,2
30665,1,6,1,29.0,8,2
30665,4,1,4,20.0,10,2
30665,4,6,1,14.0,11,2
30665,4,6,1,24.0,11,2
30665,4,1,4,20.0,17,2
30664,4,1,4,20.0,10,2
30664,1,6,1,37.0,11,2
30650,6,13,1,143.0,6,2
30650,6,4,1,57.0,12,2
30650,5,19,1,29.0,13,2
30650,1,6,1,121.0,13,2
30650,4,1,3,130.0,15,2
30651,6,4,1,45.0,10,2
30653,6,4,1,40.0,10,2
30653,4,1,4,30.0,15,2
30654,4,1,2,185.0,6,2
30654,4,1,5,41.0,10,2
30654,6,4,1,71.0,11,2
30654,6,13,1,126.0,14,2
44837,4,1,2,185.0,6,2
44837,4,1,4,80.0,15,2
38598,4,1,2,185.0,6,2
38598,4,1,3,130.0,15,2
38597,4,1,2,185.0,6,2
38597,4,1,4,35.0,15,2
38597,4,1,3,105.0,16,2
30654,4,1,4,10.0,13,2
30665,1,6,1,5.0,7,3
30665,1,6,1,19.0,12,3
30664,1,6,1,9.0,9,3
30664,1,6,1,9.0,9,3
30664,1,6,1,10.0,11,3
30664,1,6,1,7.0,15,3
30650,5,19,1,24.0,6,3
30650,5,19,1,8.0,7,3
30650,5,19,1,6.0,7,3
30650,5,19,1,27.0,8,3
30650,5,4,1,79.0,8,3
30650,6,4,1,57.0,11,3
30650,5,19,1,20.0,13,3
30651,6,4,1,45.0,9,3
30651,6,4,1,32.0,12,3
30652,4,1,2,185.0,6,3
30652,1,6,1,21.0,10,3
30652,6,4,1,55.0,12,3
30652,4,1,4,55.0,16,3
30653,4,1,2,180.0,6,3
30653,4,1,3,200.0,11,3
30653,4,1,4,30.0,10,3
30653,4,1,4,10.0,11,3
30654,4,1,2,180.0,6,3
30654,6,4,1,15.0,12,3
30654,6,4,1,44.0,14,3
44837,4,1,2,190.0,6,3
43857,4,1,4,547.0,8,3
38598,4,1,2,170.0,6,3
38598,4,10,4,40.0,13,3
38597,4,10,1,40.0,13,3
30665,1,6,1,49.0,6,4
30665,3,15,1,29.0,7,4
30665,4,1,1,30.0,10,4
30665,1,6,1,11.0,12,4
30665,3,15,1,18.0,14,4
30665,5,11,1,10.0,17,4
30664,3,15,1,29.0,7,4
30664,4,1,1,30.0,10,4
30664,1,6,1,8.0,11,4
30664,3,15,1,18.0,14,4
30664,1,6,1,6.0,16,4
30664,5,11,1,10.0,17,4
30650,5,19,1,13.0,7,4
30650,6,4,1,65.0,8,4
30650,6,4,1,71.0,13,4
30651,6,4,1,50.0,8,4
30651,6,4,1,59.0,13,4
30651,6,4,1,76.0,15,4
30651,6,4,1,35.0,17,4
30652,4,1,2,70.0,6,4
30652,4,1,4,135.0,7,4
30652,6,4,1,35.0,12,4
30652,4,1,3,84.0,13,4
30653,6,4,1,77.0,9,4
30653,4,1,1,86.0,15,4
30653,4,1,3,53.0,17,4
30654,4,1,2,180.0,6,4
30654,6,4,1,39.0,11,4
30654,4,1,1,18.0,15,4
30654,6,4,1,56.0,16,4
38596,4,1,2,180.0,6,4
38596,4,1,1,122.0,12,4
38597,4,1,2,185.0,6,4
43857,2,3,1,25.0,6,4
43857,4,1,1,322.0,9,4
44837,4,1,1,145.0,12,4
30665,4,1,2,149.0,6,5
30665,1,6,1,21.0,8,5
30665,1,6,1,19.0,11,5
30665,1,6,1,6.0,13,5
30664,4,1,2,149.0,6,5
30664,1,6,1,98.0,11,5
30664,1,6,1,62.0,13,5
30664,1,6,1,8.0,15,5
30650,6,4,1,45.0,7,5
30650,5,19,1,33.0,9,5
30650,6,4,1,48.0,10,5
30650,6,14,1,11.0,12,5
30650,4,1,3,140.0,15,5
30651,6,4,1,98.0,9,5
30652,4,15,1,10.0,6,5
30652,4,1,4,36.0,8,5
30653,6,4,1,37.0,6,5
30653,2,3,1,23.0,6,5
30653,6,4,1,28.0,11,5
30654,6,4,1,57.0,9,5
38598,4,1,2,185.0,6,5
38596,4,1,2,185.0,6,5
38596,4,1,4,30.0,17,5
30665,1,17,1,40.0,6,6
30665,1,6,1,5.0,13,6
30664,1,6,1,8.0,9,6
30664,1,6,1,8.0,10,6
30664,1,6,1,6.0,15,6
30650,6,13,1,23.0,6,6
30650,5,19,1,20.0,6,6
30650,6,4,1,53.0,7,6
30650,6,4,1,56.0,8,6
30650,5,19,1,27.0,10,6
30650,5,19,1,10.0,11,6
30650,6,14,1,5.0,11,6
30650,5,19,1,12.0,11,6
30650,6,4,1,61.0,13,6
30650,4,1,3,151.0,15,6
30651,6,4,1,80.0,10,6
30651,1,6,1,14.0,13,6
30652,4,1,2,211.0,6,6
30652,4,1,4,100.0,10,6
30652,4,1,4,121.0,14,6
30653,1,6,1,24.0,9,6
30654,4,1,2,180.0,6,6
30654,6,4,1,23.0,12,6
30654,6,1,4,30.0,13,6
30650,4,1,1,9.0,8,6
45010,4,1,2,180.0,6,6
38598,4,1,2,190.0,6,6
38596,4,1,2,190.0,6,6
38596,1,6,1,10.0,11,6
38596,3,15,1,12.0,12,6
38596,1,6,1,10.0,14,6
30665,1,6,1,17.0,10,2
30665,1,6,1,32.0,12,2
30665,1,6,1,52.0,13,2
30665,1,6,1,30.0,15,2
30665,1,6,1,5.0,18,2
30664,1,6,1,4.0,7,2
30664,1,6,1,8.0,12,2
30664,1,6,1,30.0,14,2
30664,1,6,1,26.0,16,2
30664,1,6,1,6.0,17,2
30664,1,6,1,49.0,17,2
30664,1,6,1,8.0,19,2
30664,1,6,1,20.0,19,2
30650,6,4,1,81.0,8,2
30650,4,1,4,40.0,10,2
30650,6,14,1,16.0,11,2
30650,6,4,1,73.0,13,2
30650,4,1,4,15.0,15,2
30650,5,19,1,25.0,16,2
30650,5,19,1,14.0,17,2
30650,5,19,1,30.0,19,2
30651,4,1,2,290.0,6,2
30651,6,4,1,60.0,14,2
30653,4,1,2,290.0,6,2
30653,3,15,1,6.0,12,2
30653,6,4,1,35.0,13,2
30653,4,1,4,60.0,15,2
30654,4,1,2,227.0,6,2
45010,4,1,2,290.0,6,2
43857,4,1,2,290.0,6,2
38597,1,6,1,9.0,6,2
38597,4,1,4,165.0,8,2
38597,1,6,1,7.0,11,2
30665,1,1,4,17.0,9,3
30665,1,6,1,115.0,12,3
30665,4,1,4,30.0,14,3
30665,4,1,4,35.0,16,3
30664,1,6,1,36.0,9,3
30664,1,6,1,13.0,10,3
30664,1,6,1,2.0,12,3
30664,4,1,5,40.0,14,3
30664,1,6,1,7.0,18,3
30664,1,6,1,8.0,19,3
30650,4,1,2,219.0,6,3
30650,6,4,1,61.0,10,3
30651,4,1,4,95.0,9,3
30650,1,6,1,134.0,11,3
30650,5,19,1,16.0,14,3
30650,5,19,1,42.0,15,3
30650,5,19,1,24.0,16,3
30651,4,1,4,40.0,11,3
30651,1,6,1,9.0,13,3
30651,6,4,1,85.0,14,3
30650,6,4,1,80.0,17,3
30651,4,1,4,15.0,19,3
30652,4,1,2,135.0,6,3
30652,4,1,4,65.0,9,3
30652,6,4,1,75.0,11,3
30652,6,1,4,210.0,15,3
30653,4,1,2,292.0,6,3
30653,6,4,1,22.0,13,3
30653,4,1,4,138.0,14,3
30654,4,1,2,60.0,6,3
30654,4,1,4,95.0,9,3
43857,4,1,2,510.0,6,3
38598,4,1,4,49.0,6,3
38597,4,1,2,450.0,6,3
30665,1,6,1,291.0,6,4
30665,1,6,1,4.0,11,4
30665,2,7,1,6.0,11,4
30665,1,6,1,89.0,15,4
30665,1,6,1,4.0,19,4
30664,4,1,4,15.0,10,4
30664,1,6,1,5.0,14,4
30664,1,6,1,14.0,16,4
30664,1,6,1,4.0,19,4
30650,6,4,1,75.0,8,4
30650,6,4,1,40.0,11,4
30650,6,13,1,355.0,12,4
30650,6,4,1,40.0,18,4
30651,4,1,2,60.0,6,4
30651,6,4,1,54.0,8,4
30651,6,4,1,45.0,10,4
30651,6,4,1,45.0,13,4
30652,4,1,2,202.0,6,4
30652,4,1,4,52.0,10,4
30652,6,4,1,49.0,12,4
30652,4,1,4,27.0,16,4
30653,4,1,2,220.0,6,4
30653,4,1,4,45.0,10,4
30653,6,4,1,25.0,12,4
30653,6,13,1,124.0,13,4
30654,4,1,4,119.0,8,4
30654,6,4,1,40.0,13,4
30654,4,1,4,130.0,14,4
45010,4,1,2,180.0,6,4
38597,4,1,2,240.0,6,4
38597,4,1,3,285.0,10,4
30651,4,1,4,40.0,14,4
30664,1,6,1,50.0,6,5
30664,3,15,1,19.0,10,5
30664,4,1,4,25.0,15,5
30664,4,6,1,4.0,19,5
30650,4,1,2,167.0,6,5
30650,5,19,1,56.0,9,5
30650,6,4,1,65.0,11,5
30650,6,14,1,29.0,14,5
30650,4,1,4,35.0,15,5
30650,4,1,4,41.0,16,5
30650,6,14,1,26.0,17,5
30651,6,4,1,50.0,10,5
30653,4,1,2,300.0,6,5
30654,4,1,4,43.0,6,5
30654,4,1,4,190.0,8,5
30654,6,4,1,20.0,13,5
30654,4,1,4,84.0,14,5
45010,4,1,2,170.0,6,5
43857,4,1,2,300.0,6,5
43857,4,1,4,75.0,12,5
43857,4,1,4,240.0,15,5
38597,4,1,2,300.0,6,5
38597,4,1,4,352.0,13,5
38596,4,1,2,300.0,6,5
38596,4,1,4,25.0,15,5
38596,1,6,1,4.0,18,5
30665,1,17,1,100.0,6,5
30665,1,6,1,8.0,8,5
30665,1,6,1,30.0,9,5
30665,4,1,4,40.0,10,5
30665,3,15,1,22.0,10,5
30665,4,1,4,25.0,15,5
30665,1,6,1,28.0,15,5
30665,1,6,1,8.0,6,6
30665,1,6,1,15.0,7,6
30665,1,6,1,11.0,11,6
30665,1,6,1,7.0,13,6
30665,4,1,4,20.0,15,6
30664,1,6,1,15.0,6,6
30664,1,6,1,6.0,10,6
30664,1,6,1,79.0,12,6
30664,1,6,1,9.0,13,6
30664,4,1,4,20.0,15,6
30650,4,1,2,307.0,6,6
30650,5,19,1,68.0,11,6
30650,4,1,4,58.0,13,6
30650,4,1,4,70.0,15,6
30651,6,4,1,100.0,12,6
30651,1,6,1,22.0,14,6
30653,4,1,2,285.0,6,6
30653,6,4,1,50.0,13,6
30653,4,1,4,65.0,14,6
30653,4,1,4,30.0,16,6
30654,4,1,2,330.0,6,6
30654,6,4,1,36.0,13,6
30654,6,4,1,30.0,15,6
30654,4,1,4,91.0,16,6
38596,4,1,4,210.0,15,6
30665,1,17,1,55.0,6,2
30664,1,6,1,6.0,7,2
30664,1,6,1,26.0,11,2
30651,2,7,1,25.0,12,2
30652,4,1,4,20.0,15,2
30654,6,4,1,30.0,13,2
30654,6,4,1,30.0,15,2
30665,4,1,4,20.0,15,2
30664,4,1,4,20.0,15,2
43857,4,1,4,95.0,7,2
38598,4,1,4,110.0,10,2
38598,4,1,4,110.0,15,2
38597,4,1,2,360.0,6,2
38597,4,1,3,30.0,14,2
38596,1,6,1,48.0,6,2
38596,1,6,1,62.0,9,2
30665,3,15,1,33.0,10,3
30665,1,16,1,30.0,12,3
30665,4,1,4,20.0,15,3
30664,1,6,1,13.0,7,3
30665,1,6,1,44.0,6,3
30664,4,1,4,20.0,15,3
30650,4,1,2,267.0,6,3
30650,5,19,1,24.0,11,3
30650,6,4,1,61.0,13,3
30650,4,1,3,232.0,16,3
30651,4,4,1,60.0,11,3
30652,4,1,2,290.0,6,3
30652,6,4,1,25.0,13,3
30652,6,1,4,209.0,15,3
30653,4,1,2,160.0,6,3
30653,6,13,1,67.0,10,3
30653,6,4,1,40.0,12,3
30653,6,4,1,50.0,15,3
30654,4,1,2,270.0,6,3
30654,3,15,1,9.0,12,3
30654,4,1,2,338.0,12,3
44837,4,1,2,290.0,6,3
44837,1,6,1,19.0,13,3
44837,4,1,5,40.0,14,3
38597,4,1,2,287.0,6,3
38597,1,6,1,20.0,12,3
38597,1,17,1,26.0,13,3
38596,4,1,2,390.0,6,3
38596,1,6,1,25.0,13,3
30665,1,6,1,76.0,6,4
30665,5,11,1,13.0,7,4
30665,3,15,1,34.0,9,4
30665,4,1,5,40.0,10,4
30665,4,1,5,5.0,15,4
30665,3,15,1,80.0,16,4
30664,1,6,1,33.0,6,4
30664,5,11,1,13.0,7,4
30664,4,1,5,40.0,10,4
30664,4,1,4,15.0,15,4
30664,1,6,1,44.0,12,4
30664,1,6,1,5.0,18,4
30650,4,1,2,285.0,6,4
30650,6,13,1,75.0,10,4
30650,5,19,1,23.0,14,4
30650,6,14,1,12.0,14,4
30650,4,1,4,25.0,15,4
30651,4,1,2,32.0,6,4
30651,4,10,4,187.0,7,4
30651,2,7,1,13.0,13,4
30652,6,4,1,42.0,6,4
30652,6,4,1,16.0,7,4
30652,6,4,1,77.0,9,4
30652,6,4,1,45.0,13,4
30652,6,13,1,21.0,14,4
30652,4,1,4,77.0,15,4
30653,6,4,1,44.0,8,4
30653,6,4,1,80.0,12,4
30653,6,4,1,65.0,14,4
30654,6,1,2,285.0,6,4
30654,6,4,1,35.0,12,4
30654,6,4,1,35.0,14,4
44837,1,6,1,42.0,9,4
44837,1,6,1,26.0,10,4
43857,4,1,2,755.0,6,4
38598,4,1,2,385.0,6,4
38597,4,1,2,285.0,6,4
38597,4,1,4,340.0,11,4
38596,4,1,2,465.0,6,4
30665,4,1,2,120.0,6,5
30665,2,7,1,20.0,8,5
30665,1,6,1,135.0,10,5
30665,1,6,1,10.0,14,5
30665,1,6,1,10.0,14,5
30665,4,1,4,20.0,15,5
30664,1,6,1,2.0,6,5
30664,1,6,1,53.0,7,5
30664,1,6,1,10.0,12,5
30664,1,6,1,10.0,14,5
30664,4,1,4,25.0,15,5
30664,1,6,1,17.0,19,5
30650,4,1,2,111.0,6,5
30650,4,1,4,16.0,9,5
30650,6,4,1,41.0,10,5
30650,6,1,4,158.0,12,5
30650,4,1,4,25.0,15,5
30650,6,13,1,10.0,17,5
30650,5,19,1,31.0,17,5
30650,5,19,1,55.0,19,5
30651,6,4,1,35.0,10,5
30652,4,1,2,300.0,6,5
30653,6,4,1,35.0,13,5
30654,6,4,1,47.0,9,5
30654,6,4,1,25.0,12,5
30654,6,4,1,30.0,14,5
44837,6,1,2,491.0,6,5
43857,4,1,2,280.0,6,5
38597,4,1,2,60.0,6,5
38597,4,1,4,160.0,8,5
38597,1,17,1,51.0,12,5
30665,1,12,1,11.0,7,6
30665,1,17,1,27.0,9,6
30665,4,1,1,40.0,10,6
30665,1,6,1,10.0,12,6
30665,1,6,1,53.0,12,6
30665,4,1,1,20.0,15,6
30665,1,6,1,7.0,15,6
30665,1,6,1,16.0,16,6
30665,1,6,1,16.0,16,6
30664,1,6,1,25.0,7,6
30664,1,6,1,21.0,8,6
30664,1,6,1,21.0,9,6
30664,3,15,1,19.0,16,6
30664,1,6,1,6.0,19,6
30650,6,4,1,112.0,7,6
30651,4,1,2,290.0,6,6
30651,6,4,1,44.0,12,6
30651,4,1,3,240.0,16,6
30652,4,1,1,398.0,6,6
30652,4,1,1,36.0,15,6
30652,4,1,3,240.0,16,6
30653,4,1,2,288.0,6,6
30653,4,1,3,30.0,14,6
30654,4,1,1,109.0,9,6
30654,6,4,1,20.0,11,6
30654,6,4,1,39.0,14,6
30654,6,13,1,84.0,15,6
